tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 1742.0,             Human number: 0,             Zombie number: 105
tick: 1743.0,             Human number: 0,             Zombie number: 105
tick: 1744.0,             Human number: 0,             Zombie number: 105
tick: 1745.0,             Human number: 0,             Zombie number: 105
tick: 1746.0,             Human number: 0,             Zombie number: 105
tick: 1747.0,             Human number: 0,             Zombie number: 105
tick: 1748.0,             Human number: 0,             Zombie number: 105
tick: 1749.0,             Human number: 0,             Zombie number: 105
tick: 1750.0,             Human number: 0,             Zombie number: 105
tick: 1751.0,             Human number: 0,             Zombie number: 105
tick: 1752.0,             Human number: 0,             Zombie number: 105
tick: 1753.0,             Human number: 0,             Zombie number: 105
tick: 1754.0,             Human number: 0,             Zombie number: 105
tick: 1755.0,             Human number: 0,             Zombie number: 105
tick: 1756.0,             Human number: 0,             Zombie number: 105
tick: 1757.0,             Human number: 0,             Zombie number: 105
tick: 1758.0,             Human number: 0,             Zombie number: 105
tick: 1759.0,             Human number: 0,             Zombie number: 105
tick: 1760.0,             Human number: 0,             Zombie number: 105
tick: 1761.0,             Human number: 0,             Zombie number: 105
tick: 1762.0,             Human number: 0,             Zombie number: 105
tick: 1763.0,             Human number: 0,             Zombie number: 105
tick: 1764.0,             Human number: 0,             Zombie number: 105
tick: 1765.0,             Human number: 0,             Zombie number: 105
tick: 1766.0,             Human number: 0,             Zombie number: 105
tick: 1767.0,             Human number: 0,             Zombie number: 105
tick: 1768.0,             Human number: 0,             Zombie number: 105
tick: 1769.0,             Human number: 0,             Zombie number: 105
tick: 1770.0,             Human number: 0,             Zombie number: 105
tick: 1771.0,             Human number: 0,             Zombie number: 105
tick: 1772.0,             Human number: 0,             Zombie number: 105
tick: 1773.0,             Human number: 0,             Zombie number: 105
tick: 1774.0,             Human number: 0,             Zombie number: 105
tick: 1775.0,             Human number: 0,             Zombie number: 105
tick: 1776.0,             Human number: 0,             Zombie number: 105
tick: 1777.0,             Human number: 0,             Zombie number: 105
tick: 1778.0,             Human number: 0,             Zombie number: 105
tick: 1779.0,             Human number: 0,             Zombie number: 105
tick: 1780.0,             Human number: 0,             Zombie number: 105
tick: 1781.0,             Human number: 0,             Zombie number: 105
tick: 1782.0,             Human number: 0,             Zombie number: 105
tick: 1783.0,             Human number: 0,             Zombie number: 105
tick: 1784.0,             Human number: 0,             Zombie number: 105
tick: 1785.0,             Human number: 0,             Zombie number: 105
tick: 1786.0,             Human number: 0,             Zombie number: 105
tick: 1787.0,             Human number: 0,             Zombie number: 105
tick: 1788.0,             Human number: 0,             Zombie number: 105
tick: 1789.0,             Human number: 0,             Zombie number: 105
tick: 1790.0,             Human number: 0,             Zombie number: 105
tick: 1791.0,             Human number: 0,             Zombie number: 105
tick: 1792.0,             Human number: 0,             Zombie number: 105
tick: 1793.0,             Human number: 0,             Zombie number: 105
tick: 1794.0,             Human number: 0,             Zombie number: 105
tick: 1795.0,             Human number: 0,             Zombie number: 105
tick: 1796.0,             Human number: 0,             Zombie number: 105
tick: 1797.0,             Human number: 0,             Zombie number: 105
tick: 1798.0,             Human number: 0,             Zombie number: 105
tick: 1799.0,             Human number: 0,             Zombie number: 105
tick: 1800.0,             Human number: 0,             Zombie number: 105
tick: 1801.0,             Human number: 0,             Zombie number: 105
tick: 1802.0,             Human number: 0,             Zombie number: 105
tick: 1803.0,             Human number: 0,             Zombie number: 105
tick: 1804.0,             Human number: 0,             Zombie number: 105
tick: 1805.0,             Human number: 0,             Zombie number: 105
tick: 1806.0,             Human number: 0,             Zombie number: 105
tick: 1807.0,             Human number: 0,             Zombie number: 105
tick: 1808.0,             Human number: 0,             Zombie number: 105
tick: 1809.0,             Human number: 0,             Zombie number: 105
tick: 1810.0,             Human number: 0,             Zombie number: 105
tick: 1811.0,             Human number: 0,             Zombie number: 105
tick: 1812.0,             Human number: 0,             Zombie number: 105
tick: 1813.0,             Human number: 0,             Zombie number: 105
tick: 1814.0,             Human number: 0,             Zombie number: 105
tick: 1815.0,             Human number: 0,             Zombie number: 105
tick: 1816.0,             Human number: 0,             Zombie number: 105
tick: 1817.0,             Human number: 0,             Zombie number: 105
tick: 1818.0,             Human number: 0,             Zombie number: 105
tick: 1819.0,             Human number: 0,             Zombie number: 105
tick: 1820.0,             Human number: 0,             Zombie number: 105
tick: 1821.0,             Human number: 0,             Zombie number: 105
tick: 1822.0,             Human number: 0,             Zombie number: 105
tick: 1823.0,             Human number: 0,             Zombie number: 105
tick: 1824.0,             Human number: 0,             Zombie number: 105
tick: 1825.0,             Human number: 0,             Zombie number: 105
tick: 1826.0,             Human number: 0,             Zombie number: 105
tick: 1827.0,             Human number: 0,             Zombie number: 105
tick: 1828.0,             Human number: 0,             Zombie number: 105
tick: 1829.0,             Human number: 0,             Zombie number: 105
tick: 1830.0,             Human number: 0,             Zombie number: 105
tick: 1831.0,             Human number: 0,             Zombie number: 105
tick: 1832.0,             Human number: 0,             Zombie number: 105
tick: 1833.0,             Human number: 0,             Zombie number: 105
tick: 1834.0,             Human number: 0,             Zombie number: 105
tick: 1835.0,             Human number: 0,             Zombie number: 105
tick: 1836.0,             Human number: 0,             Zombie number: 105
tick: 1837.0,             Human number: 0,             Zombie number: 105
tick: 1838.0,             Human number: 0,             Zombie number: 105
tick: 1839.0,             Human number: 0,             Zombie number: 105
tick: 1840.0,             Human number: 0,             Zombie number: 105
tick: 1841.0,             Human number: 0,             Zombie number: 105
tick: 1842.0,             Human number: 0,             Zombie number: 105
tick: 1843.0,             Human number: 0,             Zombie number: 105
tick: 1844.0,             Human number: 0,             Zombie number: 105
tick: 1845.0,             Human number: 0,             Zombie number: 105
tick: 1846.0,             Human number: 0,             Zombie number: 105
tick: 1847.0,             Human number: 0,             Zombie number: 105
tick: 1848.0,             Human number: 0,             Zombie number: 105
tick: 1849.0,             Human number: 0,             Zombie number: 105
tick: 1850.0,             Human number: 0,             Zombie number: 105
tick: 1851.0,             Human number: 0,             Zombie number: 105
tick: 1852.0,             Human number: 0,             Zombie number: 105
tick: 1853.0,             Human number: 0,             Zombie number: 105
tick: 1854.0,             Human number: 0,             Zombie number: 105
tick: 1855.0,             Human number: 0,             Zombie number: 105
tick: 1856.0,             Human number: 0,             Zombie number: 105
tick: 1857.0,             Human number: 0,             Zombie number: 105
tick: 1858.0,             Human number: 0,             Zombie number: 105
tick: 1859.0,             Human number: 0,             Zombie number: 105
tick: 1860.0,             Human number: 0,             Zombie number: 105
tick: 1861.0,             Human number: 0,             Zombie number: 105
tick: 1862.0,             Human number: 0,             Zombie number: 105
tick: 1863.0,             Human number: 0,             Zombie number: 105
tick: 1864.0,             Human number: 0,             Zombie number: 105
tick: 1865.0,             Human number: 0,             Zombie number: 105
tick: 1866.0,             Human number: 0,             Zombie number: 105
tick: 1867.0,             Human number: 0,             Zombie number: 105
tick: 1868.0,             Human number: 0,             Zombie number: 105
tick: 1869.0,             Human number: 0,             Zombie number: 105
tick: 1870.0,             Human number: 0,             Zombie number: 105
tick: 1871.0,             Human number: 0,             Zombie number: 105
tick: 1872.0,             Human number: 0,             Zombie number: 105
tick: 1873.0,             Human number: 0,             Zombie number: 105
tick: 1874.0,             Human number: 0,             Zombie number: 105
tick: 1875.0,             Human number: 0,             Zombie number: 105
tick: 1876.0,             Human number: 0,             Zombie number: 105
tick: 1877.0,             Human number: 0,             Zombie number: 105
tick: 1878.0,             Human number: 0,             Zombie number: 105
tick: 1879.0,             Human number: 0,             Zombie number: 105
tick: 1880.0,             Human number: 0,             Zombie number: 105
tick: 1881.0,             Human number: 0,             Zombie number: 105
tick: 1882.0,             Human number: 0,             Zombie number: 105
tick: 1883.0,             Human number: 0,             Zombie number: 105
tick: 1884.0,             Human number: 0,             Zombie number: 105
tick: 1885.0,             Human number: 0,             Zombie number: 105
tick: 1886.0,             Human number: 0,             Zombie number: 105
tick: 1887.0,             Human number: 0,             Zombie number: 105
tick: 1888.0,             Human number: 0,             Zombie number: 105
tick: 1889.0,             Human number: 0,             Zombie number: 105
tick: 1890.0,             Human number: 0,             Zombie number: 105
tick: 1891.0,             Human number: 0,             Zombie number: 105
tick: 1892.0,             Human number: 0,             Zombie number: 105
tick: 1893.0,             Human number: 0,             Zombie number: 105
tick: 1894.0,             Human number: 0,             Zombie number: 105
tick: 1895.0,             Human number: 0,             Zombie number: 105
tick: 1896.0,             Human number: 0,             Zombie number: 105
tick: 1897.0,             Human number: 0,             Zombie number: 105
tick: 1898.0,             Human number: 0,             Zombie number: 105
tick: 1899.0,             Human number: 0,             Zombie number: 105
tick: 1900.0,             Human number: 0,             Zombie number: 105
tick: 1901.0,             Human number: 0,             Zombie number: 105
tick: 1902.0,             Human number: 0,             Zombie number: 105
tick: 1903.0,             Human number: 0,             Zombie number: 105
tick: 1904.0,             Human number: 0,             Zombie number: 105
tick: 1905.0,             Human number: 0,             Zombie number: 105
tick: 1906.0,             Human number: 0,             Zombie number: 105
tick: 1907.0,             Human number: 0,             Zombie number: 105
tick: 1908.0,             Human number: 0,             Zombie number: 105
tick: 1909.0,             Human number: 0,             Zombie number: 105
tick: 1910.0,             Human number: 0,             Zombie number: 105
tick: 1911.0,             Human number: 0,             Zombie number: 105
tick: 1912.0,             Human number: 0,             Zombie number: 105
tick: 1913.0,             Human number: 0,             Zombie number: 105
tick: 1914.0,             Human number: 0,             Zombie number: 105
tick: 1915.0,             Human number: 0,             Zombie number: 105
tick: 1916.0,             Human number: 0,             Zombie number: 105
tick: 1917.0,             Human number: 0,             Zombie number: 105
tick: 1918.0,             Human number: 0,             Zombie number: 105
tick: 1919.0,             Human number: 0,             Zombie number: 105
tick: 1920.0,             Human number: 0,             Zombie number: 105
tick: 1921.0,             Human number: 0,             Zombie number: 105
tick: 1922.0,             Human number: 0,             Zombie number: 105
tick: 1923.0,             Human number: 0,             Zombie number: 105
tick: 1924.0,             Human number: 0,             Zombie number: 105
tick: 1925.0,             Human number: 0,             Zombie number: 105
tick: 1926.0,             Human number: 0,             Zombie number: 105
tick: 1927.0,             Human number: 0,             Zombie number: 105
tick: 1928.0,             Human number: 0,             Zombie number: 105
tick: 1929.0,             Human number: 0,             Zombie number: 105
tick: 1930.0,             Human number: 0,             Zombie number: 105
tick: 1931.0,             Human number: 0,             Zombie number: 105
tick: 1932.0,             Human number: 0,             Zombie number: 105
tick: 1933.0,             Human number: 0,             Zombie number: 105
tick: 1934.0,             Human number: 0,             Zombie number: 105
tick: 1935.0,             Human number: 0,             Zombie number: 105
tick: 1936.0,             Human number: 0,             Zombie number: 105
tick: 1937.0,             Human number: 0,             Zombie number: 105
tick: 1938.0,             Human number: 0,             Zombie number: 105
tick: 1939.0,             Human number: 0,             Zombie number: 105
tick: 1940.0,             Human number: 0,             Zombie number: 105
tick: 1941.0,             Human number: 0,             Zombie number: 105
tick: 1942.0,             Human number: 0,             Zombie number: 105
tick: 1943.0,             Human number: 0,             Zombie number: 105
tick: 1944.0,             Human number: 0,             Zombie number: 105
tick: 1945.0,             Human number: 0,             Zombie number: 105
tick: 1946.0,             Human number: 0,             Zombie number: 105
tick: 1947.0,             Human number: 0,             Zombie number: 105
tick: 1948.0,             Human number: 0,             Zombie number: 105
tick: 1949.0,             Human number: 0,             Zombie number: 105
tick: 1950.0,             Human number: 0,             Zombie number: 105
tick: 1951.0,             Human number: 0,             Zombie number: 105
tick: 1952.0,             Human number: 0,             Zombie number: 105
tick: 1953.0,             Human number: 0,             Zombie number: 105
tick: 1954.0,             Human number: 0,             Zombie number: 105
tick: 1955.0,             Human number: 0,             Zombie number: 105
tick: 1956.0,             Human number: 0,             Zombie number: 105
tick: 1957.0,             Human number: 0,             Zombie number: 105
tick: 1958.0,             Human number: 0,             Zombie number: 105
tick: 1959.0,             Human number: 0,             Zombie number: 105
tick: 1960.0,             Human number: 0,             Zombie number: 105
tick: 1961.0,             Human number: 0,             Zombie number: 105
tick: 1962.0,             Human number: 0,             Zombie number: 105
tick: 1963.0,             Human number: 0,             Zombie number: 105
tick: 1964.0,             Human number: 0,             Zombie number: 105
tick: 1965.0,             Human number: 0,             Zombie number: 105
tick: 1966.0,             Human number: 0,             Zombie number: 105
tick: 1967.0,             Human number: 0,             Zombie number: 105
tick: 1968.0,             Human number: 0,             Zombie number: 105
tick: 1969.0,             Human number: 0,             Zombie number: 105
tick: 1970.0,             Human number: 0,             Zombie number: 105
tick: 1971.0,             Human number: 0,             Zombie number: 105
tick: 1972.0,             Human number: 0,             Zombie number: 105
tick: 1973.0,             Human number: 0,             Zombie number: 105
tick: 1974.0,             Human number: 0,             Zombie number: 105
tick: 1975.0,             Human number: 0,             Zombie number: 105
tick: 1976.0,             Human number: 0,             Zombie number: 105
tick: 1977.0,             Human number: 0,             Zombie number: 105
tick: 1978.0,             Human number: 0,             Zombie number: 105
tick: 1979.0,             Human number: 0,             Zombie number: 105
tick: 1980.0,             Human number: 0,             Zombie number: 105
tick: 1981.0,             Human number: 0,             Zombie number: 105
tick: 1982.0,             Human number: 0,             Zombie number: 105
tick: 1983.0,             Human number: 0,             Zombie number: 105
tick: 1984.0,             Human number: 0,             Zombie number: 105
tick: 1985.0,             Human number: 0,             Zombie number: 105
tick: 1986.0,             Human number: 0,             Zombie number: 105
tick: 1987.0,             Human number: 0,             Zombie number: 105
tick: 1988.0,             Human number: 0,             Zombie number: 105
tick: 1989.0,             Human number: 0,             Zombie number: 105
tick: 1990.0,             Human number: 0,             Zombie number: 105
tick: 1991.0,             Human number: 0,             Zombie number: 105
tick: 1992.0,             Human number: 0,             Zombie number: 105
tick: 1993.0,             Human number: 0,             Zombie number: 105
tick: 1994.0,             Human number: 0,             Zombie number: 105
tick: 1995.0,             Human number: 0,             Zombie number: 105
tick: 1996.0,             Human number: 0,             Zombie number: 105
tick: 1997.0,             Human number: 0,             Zombie number: 105
tick: 1998.0,             Human number: 0,             Zombie number: 105
tick: 1999.0,             Human number: 0,             Zombie number: 105
tick: 2000.0,             Human number: 0,             Zombie number: 105
tick: 2001.0,             Human number: 0,             Zombie number: 105
tick: 2002.0,             Human number: 0,             Zombie number: 105
tick: 2003.0,             Human number: 0,             Zombie number: 105
tick: 2004.0,             Human number: 0,             Zombie number: 105
tick: 2005.0,             Human number: 0,             Zombie number: 105
tick: 2006.0,             Human number: 0,             Zombie number: 105
tick: 2007.0,             Human number: 0,             Zombie number: 105
tick: 2008.0,             Human number: 0,             Zombie number: 105
tick: 2009.0,             Human number: 0,             Zombie number: 105
tick: 2010.0,             Human number: 0,             Zombie number: 105
tick: 2011.0,             Human number: 0,             Zombie number: 105
tick: 2012.0,             Human number: 0,             Zombie number: 105
tick: 2013.0,             Human number: 0,             Zombie number: 105
tick: 2014.0,             Human number: 0,             Zombie number: 105
tick: 2015.0,             Human number: 0,             Zombie number: 105
tick: 2016.0,             Human number: 0,             Zombie number: 105
tick: 2017.0,             Human number: 0,             Zombie number: 105
tick: 2018.0,             Human number: 0,             Zombie number: 105
tick: 2019.0,             Human number: 0,             Zombie number: 105
tick: 2020.0,             Human number: 0,             Zombie number: 105
tick: 2021.0,             Human number: 0,             Zombie number: 105
tick: 2022.0,             Human number: 0,             Zombie number: 105
tick: 2023.0,             Human number: 0,             Zombie number: 105
tick: 2024.0,             Human number: 0,             Zombie number: 105
tick: 2025.0,             Human number: 0,             Zombie number: 105
tick: 2026.0,             Human number: 0,             Zombie number: 105
tick: 2027.0,             Human number: 0,             Zombie number: 105
tick: 2028.0,             Human number: 0,             Zombie number: 105
tick: 2029.0,             Human number: 0,             Zombie number: 105
tick: 2030.0,             Human number: 0,             Zombie number: 105
tick: 2031.0,             Human number: 0,             Zombie number: 105
tick: 2032.0,             Human number: 0,             Zombie number: 105
tick: 2033.0,             Human number: 0,             Zombie number: 105
tick: 2034.0,             Human number: 0,             Zombie number: 105
tick: 2035.0,             Human number: 0,             Zombie number: 105
tick: 2036.0,             Human number: 0,             Zombie number: 105
tick: 2037.0,             Human number: 0,             Zombie number: 105
tick: 2038.0,             Human number: 0,             Zombie number: 105
tick: 2039.0,             Human number: 0,             Zombie number: 105
tick: 2040.0,             Human number: 0,             Zombie number: 105
tick: 2041.0,             Human number: 0,             Zombie number: 105
tick: 2042.0,             Human number: 0,             Zombie number: 105
tick: 2043.0,             Human number: 0,             Zombie number: 105
tick: 2044.0,             Human number: 0,             Zombie number: 105
tick: 2045.0,             Human number: 0,             Zombie number: 105
tick: 2046.0,             Human number: 0,             Zombie number: 105
tick: 2047.0,             Human number: 0,             Zombie number: 105
tick: 2048.0,             Human number: 0,             Zombie number: 105
tick: 2049.0,             Human number: 0,             Zombie number: 105
tick: 2050.0,             Human number: 0,             Zombie number: 105
tick: 2051.0,             Human number: 0,             Zombie number: 105
tick: 2052.0,             Human number: 0,             Zombie number: 105
tick: 2053.0,             Human number: 0,             Zombie number: 105
tick: 2054.0,             Human number: 0,             Zombie number: 105
tick: 2055.0,             Human number: 0,             Zombie number: 105
tick: 2056.0,             Human number: 0,             Zombie number: 105
tick: 2057.0,             Human number: 0,             Zombie number: 105
tick: 2058.0,             Human number: 0,             Zombie number: 105
tick: 2059.0,             Human number: 0,             Zombie number: 105
tick: 2060.0,             Human number: 0,             Zombie number: 105
tick: 2061.0,             Human number: 0,             Zombie number: 105
tick: 2062.0,             Human number: 0,             Zombie number: 105
tick: 2063.0,             Human number: 0,             Zombie number: 105
tick: 2064.0,             Human number: 0,             Zombie number: 105
tick: 2065.0,             Human number: 0,             Zombie number: 105
tick: 2066.0,             Human number: 0,             Zombie number: 105
tick: 2067.0,             Human number: 0,             Zombie number: 105
tick: 2068.0,             Human number: 0,             Zombie number: 105
tick: 2069.0,             Human number: 0,             Zombie number: 105
tick: 2070.0,             Human number: 0,             Zombie number: 105
tick: 2071.0,             Human number: 0,             Zombie number: 105
tick: 2072.0,             Human number: 0,             Zombie number: 105
tick: 2073.0,             Human number: 0,             Zombie number: 105
tick: 2074.0,             Human number: 0,             Zombie number: 105
tick: 2075.0,             Human number: 0,             Zombie number: 105
tick: 2076.0,             Human number: 0,             Zombie number: 105
tick: 2077.0,             Human number: 0,             Zombie number: 105
tick: 2078.0,             Human number: 0,             Zombie number: 105
tick: 2079.0,             Human number: 0,             Zombie number: 105
tick: 2080.0,             Human number: 0,             Zombie number: 105
tick: 2081.0,             Human number: 0,             Zombie number: 105
tick: 2082.0,             Human number: 0,             Zombie number: 105
tick: 2083.0,             Human number: 0,             Zombie number: 105
tick: 2084.0,             Human number: 0,             Zombie number: 105
tick: 2085.0,             Human number: 0,             Zombie number: 105
tick: 2086.0,             Human number: 0,             Zombie number: 105
tick: 2087.0,             Human number: 0,             Zombie number: 105
tick: 2088.0,             Human number: 0,             Zombie number: 105
tick: 2089.0,             Human number: 0,             Zombie number: 105
tick: 2090.0,             Human number: 0,             Zombie number: 105
tick: 2091.0,             Human number: 0,             Zombie number: 105
tick: 2092.0,             Human number: 0,             Zombie number: 105
tick: 2093.0,             Human number: 0,             Zombie number: 105
tick: 2094.0,             Human number: 0,             Zombie number: 105
tick: 2095.0,             Human number: 0,             Zombie number: 105
tick: 2096.0,             Human number: 0,             Zombie number: 105
tick: 2097.0,             Human number: 0,             Zombie number: 105
tick: 2098.0,             Human number: 0,             Zombie number: 105
tick: 2099.0,             Human number: 0,             Zombie number: 105
tick: 2100.0,             Human number: 0,             Zombie number: 105
tick: 2101.0,             Human number: 0,             Zombie number: 105
tick: 2102.0,             Human number: 0,             Zombie number: 105
tick: 2103.0,             Human number: 0,             Zombie number: 105
tick: 2104.0,             Human number: 0,             Zombie number: 105
tick: 2105.0,             Human number: 0,             Zombie number: 105
tick: 2106.0,             Human number: 0,             Zombie number: 105
tick: 2107.0,             Human number: 0,             Zombie number: 105
tick: 2108.0,             Human number: 0,             Zombie number: 105
tick: 2109.0,             Human number: 0,             Zombie number: 105
tick: 2110.0,             Human number: 0,             Zombie number: 105
tick: 2111.0,             Human number: 0,             Zombie number: 105
tick: 2112.0,             Human number: 0,             Zombie number: 105
tick: 2113.0,             Human number: 0,             Zombie number: 105
tick: 2114.0,             Human number: 0,             Zombie number: 105
tick: 2115.0,             Human number: 0,             Zombie number: 105
tick: 2116.0,             Human number: 0,             Zombie number: 105
tick: 2117.0,             Human number: 0,             Zombie number: 105
tick: 2118.0,             Human number: 0,             Zombie number: 105
tick: 2119.0,             Human number: 0,             Zombie number: 105
tick: 2120.0,             Human number: 0,             Zombie number: 105
tick: 2121.0,             Human number: 0,             Zombie number: 105
tick: 2122.0,             Human number: 0,             Zombie number: 105
tick: 2123.0,             Human number: 0,             Zombie number: 105
tick: 2124.0,             Human number: 0,             Zombie number: 105
tick: 2125.0,             Human number: 0,             Zombie number: 105
tick: 2126.0,             Human number: 0,             Zombie number: 105
tick: 2127.0,             Human number: 0,             Zombie number: 105
tick: 2128.0,             Human number: 0,             Zombie number: 105
tick: 2129.0,             Human number: 0,             Zombie number: 105
tick: 2130.0,             Human number: 0,             Zombie number: 105
tick: 2131.0,             Human number: 0,             Zombie number: 105
tick: 2132.0,             Human number: 0,             Zombie number: 105
tick: 2133.0,             Human number: 0,             Zombie number: 105
tick: 2134.0,             Human number: 0,             Zombie number: 105
tick: 2135.0,             Human number: 0,             Zombie number: 105
tick: 2136.0,             Human number: 0,             Zombie number: 105
tick: 2137.0,             Human number: 0,             Zombie number: 105
tick: 2138.0,             Human number: 0,             Zombie number: 105
tick: 2139.0,             Human number: 0,             Zombie number: 105
tick: 2140.0,             Human number: 0,             Zombie number: 105
tick: 2141.0,             Human number: 0,             Zombie number: 105
tick: 2142.0,             Human number: 0,             Zombie number: 105
tick: 2143.0,             Human number: 0,             Zombie number: 105
tick: 2144.0,             Human number: 0,             Zombie number: 105
tick: 2145.0,             Human number: 0,             Zombie number: 105
tick: 2146.0,             Human number: 0,             Zombie number: 105
tick: 2147.0,             Human number: 0,             Zombie number: 105
tick: 2148.0,             Human number: 0,             Zombie number: 105
tick: 2149.0,             Human number: 0,             Zombie number: 105
tick: 2150.0,             Human number: 0,             Zombie number: 105
tick: 2151.0,             Human number: 0,             Zombie number: 105
tick: 2152.0,             Human number: 0,             Zombie number: 105
tick: 2153.0,             Human number: 0,             Zombie number: 105
tick: 2154.0,             Human number: 0,             Zombie number: 105
tick: 2155.0,             Human number: 0,             Zombie number: 105
tick: 2156.0,             Human number: 0,             Zombie number: 105
tick: 2157.0,             Human number: 0,             Zombie number: 105
tick: 2158.0,             Human number: 0,             Zombie number: 105
tick: 2159.0,             Human number: 0,             Zombie number: 105
tick: 2160.0,             Human number: 0,             Zombie number: 105
tick: 2161.0,             Human number: 0,             Zombie number: 105
tick: 2162.0,             Human number: 0,             Zombie number: 105
tick: 2163.0,             Human number: 0,             Zombie number: 105
tick: 2164.0,             Human number: 0,             Zombie number: 105
tick: 2165.0,             Human number: 0,             Zombie number: 105
tick: 2166.0,             Human number: 0,             Zombie number: 105
tick: 2167.0,             Human number: 0,             Zombie number: 105
tick: 2168.0,             Human number: 0,             Zombie number: 105
tick: 2169.0,             Human number: 0,             Zombie number: 105
tick: 2170.0,             Human number: 0,             Zombie number: 105
tick: 2171.0,             Human number: 0,             Zombie number: 105
tick: 2172.0,             Human number: 0,             Zombie number: 105
tick: 2173.0,             Human number: 0,             Zombie number: 105
tick: 2174.0,             Human number: 0,             Zombie number: 105
tick: 2175.0,             Human number: 0,             Zombie number: 105
tick: 2176.0,             Human number: 0,             Zombie number: 105
tick: 2177.0,             Human number: 0,             Zombie number: 105
tick: 2178.0,             Human number: 0,             Zombie number: 105
tick: 2179.0,             Human number: 0,             Zombie number: 105
tick: 2180.0,             Human number: 0,             Zombie number: 105
tick: 2181.0,             Human number: 0,             Zombie number: 105
tick: 2182.0,             Human number: 0,             Zombie number: 105
tick: 2183.0,             Human number: 0,             Zombie number: 105
tick: 2184.0,             Human number: 0,             Zombie number: 105
tick: 2185.0,             Human number: 0,             Zombie number: 105
tick: 2186.0,             Human number: 0,             Zombie number: 105
tick: 2187.0,             Human number: 0,             Zombie number: 105
tick: 2188.0,             Human number: 0,             Zombie number: 105
tick: 2189.0,             Human number: 0,             Zombie number: 105
tick: 2190.0,             Human number: 0,             Zombie number: 105
tick: 2191.0,             Human number: 0,             Zombie number: 105
tick: 2192.0,             Human number: 0,             Zombie number: 105
tick: 2193.0,             Human number: 0,             Zombie number: 105
tick: 2194.0,             Human number: 0,             Zombie number: 105
tick: 2195.0,             Human number: 0,             Zombie number: 105
tick: 2196.0,             Human number: 0,             Zombie number: 105
tick: 2197.0,             Human number: 0,             Zombie number: 105
tick: 2198.0,             Human number: 0,             Zombie number: 105
tick: 2199.0,             Human number: 0,             Zombie number: 105
tick: 2200.0,             Human number: 0,             Zombie number: 105
tick: 2201.0,             Human number: 0,             Zombie number: 105
tick: 2202.0,             Human number: 0,             Zombie number: 105
tick: 2203.0,             Human number: 0,             Zombie number: 105
tick: 2204.0,             Human number: 0,             Zombie number: 105
tick: 2205.0,             Human number: 0,             Zombie number: 105
tick: 2206.0,             Human number: 0,             Zombie number: 105
tick: 2207.0,             Human number: 0,             Zombie number: 105
tick: 2208.0,             Human number: 0,             Zombie number: 105
tick: 2209.0,             Human number: 0,             Zombie number: 105
tick: 2210.0,             Human number: 0,             Zombie number: 105
tick: 2211.0,             Human number: 0,             Zombie number: 105
tick: 2212.0,             Human number: 0,             Zombie number: 105
tick: 2213.0,             Human number: 0,             Zombie number: 105
tick: 2214.0,             Human number: 0,             Zombie number: 105
tick: 2215.0,             Human number: 0,             Zombie number: 105
tick: 2216.0,             Human number: 0,             Zombie number: 105
tick: 2217.0,             Human number: 0,             Zombie number: 105
tick: 2218.0,             Human number: 0,             Zombie number: 105
tick: 2219.0,             Human number: 0,             Zombie number: 105
tick: 2220.0,             Human number: 0,             Zombie number: 105
tick: 2221.0,             Human number: 0,             Zombie number: 105
tick: 2222.0,             Human number: 0,             Zombie number: 105
tick: 2223.0,             Human number: 0,             Zombie number: 105
tick: 2224.0,             Human number: 0,             Zombie number: 105
tick: 2225.0,             Human number: 0,             Zombie number: 105
tick: 2226.0,             Human number: 0,             Zombie number: 105
tick: 2227.0,             Human number: 0,             Zombie number: 105
tick: 2228.0,             Human number: 0,             Zombie number: 105
tick: 2229.0,             Human number: 0,             Zombie number: 105
tick: 2230.0,             Human number: 0,             Zombie number: 105
tick: 2231.0,             Human number: 0,             Zombie number: 105
tick: 2232.0,             Human number: 0,             Zombie number: 105
tick: 2233.0,             Human number: 0,             Zombie number: 105
tick: 2234.0,             Human number: 0,             Zombie number: 105
tick: 2235.0,             Human number: 0,             Zombie number: 105
tick: 2236.0,             Human number: 0,             Zombie number: 105
tick: 2237.0,             Human number: 0,             Zombie number: 105
tick: 2238.0,             Human number: 0,             Zombie number: 105
tick: 2239.0,             Human number: 0,             Zombie number: 105
tick: 2240.0,             Human number: 0,             Zombie number: 105
tick: 2241.0,             Human number: 0,             Zombie number: 105
tick: 2242.0,             Human number: 0,             Zombie number: 105
tick: 2243.0,             Human number: 0,             Zombie number: 105
tick: 2244.0,             Human number: 0,             Zombie number: 105
tick: 2245.0,             Human number: 0,             Zombie number: 105
tick: 2246.0,             Human number: 0,             Zombie number: 105
tick: 2247.0,             Human number: 0,             Zombie number: 105
tick: 2248.0,             Human number: 0,             Zombie number: 105
tick: 2249.0,             Human number: 0,             Zombie number: 105
tick: 2250.0,             Human number: 0,             Zombie number: 105
tick: 2251.0,             Human number: 0,             Zombie number: 105
tick: 2252.0,             Human number: 0,             Zombie number: 105
tick: 2253.0,             Human number: 0,             Zombie number: 105
tick: 2254.0,             Human number: 0,             Zombie number: 105
tick: 2255.0,             Human number: 0,             Zombie number: 105
tick: 2256.0,             Human number: 0,             Zombie number: 105
tick: 2257.0,             Human number: 0,             Zombie number: 105
tick: 2258.0,             Human number: 0,             Zombie number: 105
